;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Factory Mutual Insurance Company Superannuation Fund;Public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Fiducian Superannuation Fund;Public offer;Retail;General base;Fiducian Portfolio Services Limited;Financial services corporation ownership;For profit status;6243;1435158;3120;3123;;;667946;767212;;;20;98;223;196;239;302;450;480;416;607;89;;149;4250;18612;22382;33133;80332;134514;133381;106345;125286;9562;;33;111;215;210;264;413;434;426;370;537;110;;315;6606;24769;35045;57839;135915;141480;127403;111493;113792;12555;
Fire and Emergency Services Superannuation Fund;Non public offer;Public Sector;Government base;Fire and Emergency Services Superannuation Board;Public sector organisation ownership;Not for profit status;2327;665116;547;1780;;;76604;588512;;;*;62;123;78;59;65;44;45;*;*;*;;*;2831;10306;8627;7291;10546;10627;12699;*;*;*;;*;274;379;226;203;222;184;88;*;*;*;;*;19162;61034;67582;93047;142946;112465;46500;*;*;*;
First State Superannuation Scheme;Public offer;Public Sector;Government base;FSS Trustee Corporation;Other ownership type;Not for profit status;861118;96225672;561110;298596;155;1257;58462571;37758577;1149;3375;23278;93709;112882;65922;61098;63115;62331;43012;22530;12174;*;*;137581;3204041;8329017;6592941;6809020;8805515;10082593;8026703;4395276;1994545;*;*;12177;47293;56555;32787;29812;30738;34152;27681;15948;10460;*;*;64661;1709909;5165269;4254649;4255772;5122592;6294130;5587309;3322847;1868318;*;*
First Super;Public offer;Industry;Industry base;First Super Pty Limited;Nominating organisation ownership;Not for profit status;51640;3170495;7946;43662;;32;417227;2753143;;125;607;1096;1593;1049;1107;1131;774;387;163;*;*;;2201;20733;59819;55745;70647;82467;63836;39172;17384;*;*;;4508;8233;10239;5723;5015;4427;3263;1482;566;*;*;;24326;201374;523656;403961;484329;501642;373751;162419;58303;*;*;
Future Super Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;14776;458607;8197;6409;;170;235978;219939;;2690;1730;3247;1672;483;355;301;220;138;*;*;0;;4425;63884;71332;26036;19390;21844;13884;11231;*;*;0;;1286;2495;1366;402;277;233;160;123;*;*;*;;3157;49347;71394;25282;19371;22088;14101;10460;*;*;*;
Goldman Sachs & JBWere Superannuation Fund;Non public offer;Corporate;Corporate base;BEST Superannuation Pty Ltd;Financial services corporation ownership;Not for profit status;1828;495024;747;1081;;;160001;335023;;;24;123;260;152;82;50;20;*;*;*;*;;268;7318;34501;32993;28108;24484;15321;*;*;*;*;;33;187;374;186;132;82;40;*;*;*;*;;308;12778;62086;62134;66547;57656;37178;*;*;*;*;
Grosvenor Pirie Master Superannuation Fund Series 2;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;11555;105642;5499;5667;;389;58910;46528;;204;1849;1492;964;433;307;238;124;61;*;*;*;;1959;10999;18700;9414;7644;4782;2067;664;*;*;*;;1370;1538;1202;515;404;282;206;94;*;*;*;;1243;8422;14875;6908;7134;3387;2300;450;*;*;*;
Grow Super SMA;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Guild Retirement Fund;Public offer;Retail;Industry base;Guild Trustee Services Pty. Limited;Financial services corporation ownership;For profit status;82232;1933058;69407;12825;;;1622836;310222;;;20456;22371;13729;4701;3302;2422;1531;630;208;*;*;;92867;434050;463830;201410;157320;135521;87348;38820;9270;*;*;;5011;4283;1907;531;341;284;219;118;69;*;*;;18077;78877;98112;35903;25962;22875;19761;6247;2437;*;*;
Health Employees Superannuation Trust Australia;Public offer;Industry;Industry base;H.E.S.T. Australia Ltd.;Nominating organisation ownership;Not for profit status;858438;51744543;684902;172625;;911;40546836;11147853;;49854;55961;158743;146486;74085;70233;71834;58450;31847;12660;4493;*;*;323587;4130139;7066758;4767282;5420743;6849196;6335221;3676907;1458984;505792;*;*;18083;43130;37961;17091;14796;14658;12349;8034;3700;2677;*;*;80700;1027085;2057955;1331597;1413479;1712491;1589610;1052596;521303;344830;*;*
Heidelberg Australia Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Holden Employees Superannuation Fund;Non public offer;Corporate;Corporate base;Holden Employees Superannuation Fund Pty Ltd;Financial services corporation ownership;Not for profit status;2152;451021;226;1926;;;40747;410274;;;;*;41;64;58;27;25;*;*;;;;;*;6228;10487;7208;5747;6677;*;*;;;;;*;355;452;403;409;188;*;*;*;;;;*;51704;84701;72611;108583;56793;*;*;*;;
HOSTPLUS Superannuation Fund;Public offer;Industry;Industry base;Host-Plus Pty. Limited;Nominating organisation ownership;Not for profit status;1193243;44680088;612812;551719;;28712;20185826;23976182;;518080;137531;211192;126284;46125;34144;28195;17603;7946;2940;822;*;*;547341;4294378;5513682;2593299;2203369;2169931;1550328;852796;338462;119066;*;*;121298;197421;118578;39705;27205;21237;14358;7547;3142;1157;*;*;456871;4418492;7034224;3394575;2750257;2490451;1843587;1008357;409016;165163;*;*
HUB24 Super Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;23577;5853984;9760;13817;;;2538280;3315704;;;*;282;1224;935;904;1149;1668;1770;1059;712;*;;*;17634;130380;137474;178141;295332;524563;644990;354290;227940;*;;*;596;2465;1665;1607;1732;1959;1777;1151;769;*;;*;45391;288646;280176;309761;440288;652969;618409;410303;250322;*;
IAG & NRMA Superannuation Plan;Non public offer;Corporate;Corporate base;IAG & NRMA Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;14225;2173664;8160;6065;;;950257;1223408;;;313;1807;2757;1228;857;592;353;163;52;*;*;;3231;77493;264221;183086;161796;128138;78128;38262;12023;*;*;;237;1143;1711;896;685;602;444;196;97;*;*;;2189;46780;204700;184711;202315;243829;191812;93908;35426;*;*;
Incitec Pivot Employees Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;883;200998;206;677;;;28722;172276;;;*;39;68;26;25;30;*;*;;*;;;*;2042;5004;3894;5765;5822;*;*;;*;;;*;58;172;118;95;120;*;*;*;*;;;*;3800;25813;21452;26997;41607;*;*;*;*;;
ING Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;61305;2844018;28895;32410;;;1114752;1729266;;;3920;8499;7895;2405;1791;1514;1230;934;500;*;*;;16825;146276;296303;119113;103232;117079;107505;108568;66760;*;*;;3989;9449;9507;2810;1906;1548;1333;1018;568;*;*;;19708;217200;514071;225043;173456;170767;152371;146828;64918;*;*;
Intrust Super Fund;Public offer;Industry;Industry base;IS INDUSTRY FUND PTY LTD;Nominating organisation ownership;Not for profit status;120554;2785270;64184;56370;;;1322773;1462497;;;13442;21828;14623;5148;3534;2902;1690;703;218;60;*;*;41905;265211;352317;185372;154927;148588;104467;49931;16043;3870;*;*;11058;20028;12834;4775;3112;2151;1392;626;272;81;;41;33568;250009;417997;229201;199913;159518;97415;46193;20549;7964;;170
IOOF Portfolio Service Superannuation Fund;Public offer;Retail;General base;I.O.O.F. Investment Management Limited;Financial services corporation ownership;For profit status;301878;29395894;*;*;;*;*;16770366;;*;9616;24370;28293;14216;11797;10241;9848;8671;7574;8686;1416;*;276600;623537;1311003;925252;947696;1184448;1934356;2247904;1710642;1334004;129229;*;11686;29481;34479;18298;15692;14636;12910;10012;7811;9717;2126;*;346178;800189;1902306;1482681;1610308;2109611;2517476;2482410;1820997;1542126;155184;*
ISARF Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itochu Australia Superannuation Plan;Non public offer;Retail;;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Jamestrong Packaging Australia Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
L&H Group Superannuation Fund;Public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Labour Union Co-Operative Retirement Fund;Public offer;Industry;Industry base;L.U.C.R.F. Pty. Ltd.;Nominating organisation ownership;Not for profit status;131621;6655783;*;*;*;*;*;4807718;*;*;5242;9431;8689;4474;4479;4202;3434;1833;697;*;*;;16255;149918;318835;239578;274119;313523;274794;178078;66329;*;*;;11414;21730;19859;9311;8620;7583;5771;3029;1246;*;*;;44695;415969;978048;684487;750873;792251;607776;345439;143038;*;*;
legalsuper;Public offer;Industry;Industry base;Legal Super Pty Ltd;Nominating organisation ownership;Not for profit status;44619;4097090;31604;*;;*;2483825;*;;*;2710;8338;7767;3529;2913;2362;1955;1241;595;*;*;;14683;271062;577774;341763;327444;320539;302629;198671;100454;*;*;;1215;3294;2837;1308;1057;925;970;758;419;*;*;;5069;100935;260260;173456;186320;204554;252844;205042;120316;*;*;
LESF Super;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;28555;226019;*;*;;*;*;109669;;*;2107;4781;3179;1158;757;557;309;110;*;*;*;;4285;27891;31206;15791;10983;10328;8757;3007;*;*;*;;1461;4900;4542;1814;1231;968;465;137;*;*;*;;2100;22846;29874;16636;13284;12269;7221;3729;*;*;*;
LGIAsuper;Public offer;Public Sector;Government base;LGIAsuper Trustee;Public sector organisation ownership;Not for profit status;81610;12272971;32262;49348;;;3961688;8311283;;;2239;5712;7461;4371;3694;3349;2685;1522;806;403;20;;20420;317913;785812;627513;597427;588820;502333;299078;152076;68132;2164;;2527;6988;9305;6020;5917;6480;5704;3611;1713;1011;72;;27469;378814;1080668;991634;1244159;1661951;1455681;883426;393088;186146;8247;
Lifefocus Superannuation Fund;Public offer;Retail;General base;CCSL Limited;Financial services corporation ownership;For profit status;3703;460779;1671;2032;;;211543;249236;;;*;*;121;77;132;122;205;261;295;315;*;;*;*;3720;2793;7383;15088;35958;59310;47700;36162;*;;*;*;184;114;151;185;279;319;275;370;74;;*;*;4420;4653;13564;26074;47114;67263;42661;39835;2912;
Linfox Staff Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Local Authorities Superannuation Fund;Public offer;Public Sector;Government base;Vision Super Pty Ltd;Other ownership type;Not for profit status;100287;9804558;56371;*;*;;4412778;*;*;;3555;7662;10678;6822;6765;6714;5683;3838;2158;1438;1058;;11217;184148;591911;514318;594745;755926;772066;576171;279649;111730;20897;;3363;6558;6936;4278;4655;5190;4907;3758;2350;1488;430;;11255;161472;518314;472926;665236;974695;1111408;832230;443796;184465;15847;
Local Government Super;Public offer;Public Sector;Government base;LGSS Pty Limited;Nominating organisation ownership;Not for profit status;88409;11923468;39851;48558;;;3854903;8068565;;;3320;6115;8299;5079;4483;4365;3760;2538;1265;*;*;;19115;188835;525364;457765;491519;609408;672485;543990;252766;*;*;;3214;6489;7764;5097;5555;6501;6136;4319;2297;*;*;;22256;237194;648656;636420;1057760;1814411;1942427;1024222;487474;*;*;
Lutheran Super;Non public offer;Corporate;Corporate base;LCA NOMINEES PTY. LTD.;Financial services corporation ownership;Not for profit status;6403;563940;4436;1967;;;321505;242435;;;155;584;1058;635;599;570;479;229;*;*;;;664;16734;54858;43677;48129;58448;59655;27050;*;*;;;109;205;334;235;220;246;295;201;*;*;;;330;5861;26934;29291;35441;45188;51112;31632;*;*;;
Macquarie ADF Superannuation Fund;Public offer;Retail;General base;Macquarie Investment Management Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Macquarie Superannuation Plan;Public offer;Retail;General base;Macquarie Investment Management Ltd;Financial services corporation ownership;For profit status;85920;22469036;40139;45781;;;10003350;12465686;;;165;2005;6039;3908;3615;4520;5355;5225;4302;4363;642;;6899;110534;585219;562035;683914;1241384;1865576;2038503;1570685;1219504;119097;;181;2454;7362;4885;4351;5189;6381;5378;4256;4411;933;;20573;155766;968018;901680;1080633;1808947;2429158;2107457;1635865;1215710;141879;
Macquarie University Professorial Superannuation Scheme;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;22;10227;*;*;;;*;*;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Manildra Flour Mills Retirement Fund;Non public offer;Corporate;Corporate base;Manildra Flour Mills Retirement Fund Pty Limited;Employer sponsor (non-public sector) ownership;Not for profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Map Superannuation Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;21238;777926;*;*;;*;*;469043;;*;409;1932;2307;1147;942;834;566;332;145;79;*;;1620;22566;51114;36448;33086;38781;44380;35058;23521;17579;*;;590;3127;3483;1589;1245;1017;759;421;172;90;*;;2681;42752;97721;58023;60753;55679;61911;39585;23432;21233;*;
Maritime Super;Public offer;Industry;Industry base;Maritime Super Pty Limited;Financial services corporation ownership;Not for profit status;26504;5617228;4783;21721;;0;689882;4927205;;141;*;496;841;548;523;479;484;484;437;298;*;;*;22378;76404;62685;66824;71695;114946;134681;91251;45829;*;;*;2447;4236;2878;2805;2804;2170;1606;1155;944;*;;*;195973;690210;660977;774699;875870;667099;497169;349712;200085;*;
Mason Stevens Super;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;554;155187;256;298;;;76083;79104;;;*;31;33;28;*;30;32;46;26;*;;;*;2048;3745;4890;*;11117;15956;15114;15812;*;;;;38;53;32;*;28;28;40;36;*;*;;;2867;6524;7069;*;10709;9266;16659;12386;*;*;
Max Super Fund;Public offer;Retail;General base;Tidswell Financial Services Ltd;Financial services corporation ownership;For profit status;4660;97816;2039;2621;;;40877;56939;;;123;630;590;254;221;135;54;*;*;*;;;388;7482;12565;6381;7667;3685;2284;*;*;*;;;97;707;838;375;260;168;105;*;*;*;*;;186;7400;19873;11845;6871;5922;2908;*;*;*;*;
Meat Industry Employees Superannuation Fund;Non public offer;Industry;Industry base;Meat Industry Employees Superannuation Fund Pty. Ltd.;Nominating organisation ownership;Not for profit status;21796;876851;5094;16702;;;152813;724038;;;613;1507;979;552;561;446;249;130;34;23;;;1864;12760;22930;19361;26615;29009;20262;13778;3318;2916;;;2102;5006;3698;1809;1414;1137;857;433;148;*;*;;8647;68317;144962;106663;106248;108103;97273;52325;17130;*;*;
Media Super;Public offer;Industry;General base;Media Super Limited;Nominating organisation ownership;Not for profit status;77796;5986492;31415;46381;;;1998942;3987550;;;3203;5639;7859;4435;3638;2927;1931;1021;525;*;*;;9525;122723;414595;338139;339052;321940;220545;133314;74082;*;*;;4242;7168;10181;6193;5724;5301;3723;2295;1037;*;*;;10692;150637;667647;612468;721290;763263;523842;336715;136348;*;*;
Mercer Portfolio Service Superannuation Plan;Public offer;Retail;General base;Mercer Superannuation (Australia) Limited;Financial services corporation ownership;For profit status;6364;2088306;2728;3636;;;765189;1323117;;;;*;*;*;96;162;365;516;629;837;51;;;*;*;*;13347;46498;137339;207586;183714;160904;8700;;;*;*;*;89;203;538;715;767;1155;125;;;*;*;*;25994;81926;271655;323768;310728;282571;16704;
Mercer Super Trust;Public offer;Retail;Corporate base;Mercer Superannuation (Australia) Limited;Financial services corporation ownership;For profit status;249056;24576473;100628;148352;;76;6678724;17897668;;81;4617;23340;33243;14513;10219;7040;3985;1790;908;673;300;;22038;509225;1778846;1224954;1102052;949872;584819;286611;127486;84641;8180;;5628;28445;43301;22116;17718;14727;9032;3977;1797;1277;334;;29864;747535;3225283;2939242;3217627;3684197;2338509;996995;469862;230790;17764;
Mercy Super;Non public offer;Corporate;Corporate base;Mercy Super Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;13659;1392536;10479;3180;;;995154;397382;;;596;2474;2771;1242;1084;1048;741;334;131;*;*;;5182;102164;215001;130798;145128;166396;123041;68662;25153;*;*;;182;632;827;446;370;295;213;124;69;*;*;;1376;21651;66085;61157;59980;65435;58702;30763;28756;*;*;
Military Superannuation & Benefits Fund No 1;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;179862;0;33370;146492;;;0;0;;;1909;8352;9905;5966;4301;2000;577;186;96;*;*;;0;0;0;0;0;0;0;0;0;*;*;;7499;43471;45294;23266;14307;7369;3087;1047;700;*;*;;0;0;0;0;0;0;0;0;0;*;*;
Mine Superannuation Fund;Public offer;Industry;Industry base;AUSCOAL Superannuation Pty Ltd;Nominating organisation ownership;Not for profit status;63488;10919880;*;*;*;*;*;9552598;*;*;495;1827;2240;1143;986;1016;1119;1165;647;*;*;;6021;101200;170029;106663;98946;138626;254867;314651;130713;*;*;;1872;8332;13153;6654;5815;5887;5029;3205;1687;*;*;;32380;717764;1859686;1187477;1268011;1602934;1404112;882849;421430;*;*;
MLC Super Fund;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;1180621;80437352;472903;707153;;565;26601326;53830751;;5275;39836;103456;115392;58625;47648;38778;26533;15828;11714;12682;*;*;150545;1897126;5085618;3625438;3419374;3276063;2815572;2553609;1994476;1612735;*;*;47955;138568;167810;88497;78847;72338;52684;25333;15203;15810;4108;;191080;3018976;9405830;7470125;8332513;8966426;6972562;4178789;2855496;2172732;266222;
MLC Superannuation Fund;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;87810;20732888;39734;48076;;;9032607;11700281;;;29;719;2955;2381;2596;3454;5590;7154;6748;7195;913;;899;47852;271740;302667;466791;970599;1829080;2137976;1633614;1271367;100022;;37;930;3905;3071;3414;4643;6949;8052;7353;8256;1466;;4002;67209;455868;502597;735431;1395562;2431310;2516551;1924733;1514555;152463;
MTAA Superannuation Fund;Public offer;Industry;Industry base;Motor Trades Association of Australia Superannuation Fund Pty. Limited;Employer sponsor (non-public sector) ownership;Not for profit status;204702;12364432;*;*;;*;*;10201054;;*;4932;8403;9413;5212;4478;3861;2525;1410;691;*;*;;22659;202286;439854;313267;318682;310629;230754;165441;108855;*;*;;24411;41121;37288;18856;14804;11778;8155;4209;1970;*;*;*;170483;1385204;2492337;1626184;1442915;1294715;929101;481566;249836;*;*;*
Munich Holdings of Australasia Pty Ltd Superannuation Scheme;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;185;51376;90;95;;;17026;34350;;;*;*;28;*;*;*;*;*;*;*;*;;*;*;3059;*;*;*;*;*;*;*;*;;;*;28;*;*;*;*;*;*;*;*;;;*;4199;*;*;*;*;*;*;*;*;
MyLifeMyMoney Superannuation Fund;Public offer;Industry;Industry base;CSF Pty Limited;Other ownership type;Not for profit status;75648;9889121;50880;24768;;;6260905;3628216;;;2632;6825;8854;5615;5929;6301;6265;4757;2603;1071;28;;10646;196760;549837;531068;784738;1088983;1287164;1043001;555405;209302;4001;;1858;3368;4102;2425;2609;2732;2982;2346;1495;798;53;;5951;84239;289580;268131;433121;624485;836289;576303;341276;160962;7879;
National Mutual Pro-Super Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
National Mutual Retirement Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;64746;2022389;18199;46547;;;476650;1545739;;;;;218;2194;5127;5136;3463;1311;536;*;*;;;;3460;38243;110775;138808;108627;46877;20709;*;*;;;*;476;4546;10501;13707;11057;4042;1523;*;*;*;;*;9902;106565;303753;466020;409368;158937;62222;*;*;*
NESS Super;Public offer;Industry;Industry base;NESS Super Pty Ltd;Nominating organisation ownership;Not for profit status;13360;820394;832;12528;;;46509;773885;;;96;144;206;121;81;86;47;*;*;*;;;394;3414;9550;6955;5963;7841;4764;*;*;*;;;2640;3613;2617;1159;847;819;529;*;*;*;;*;18794;144398;204740;105213;94850;102386;66960;*;*;*;;*
Netwealth Superannuation Master Fund;Public offer;Retail;General base;Netwealth Investments Limited;Financial services corporation ownership;For profit status;54144;9771995;23662;30482;;;4190493;5581502;;;254;2119;4458;2600;2314;2755;3159;2631;1835;1413;124;;5097;95274;344033;292065;344082;542455;842523;799806;526627;374043;24488;;322;3010;6188;3648;3197;3598;3753;3144;1954;1494;174;;4676;158519;607696;511618;567653;835938;1001467;909649;571322;381929;31035;
NGS Super;Public offer;Industry;Industry base;NGS Super Pty Limited;Financial services corporation ownership;Not for profit status;117824;11324657;83523;34301;;;7328199;3996458;;;6556;12677;18380;10907;9689;9336;7675;5037;2397;*;*;;23853;355931;1092663;880145;989512;1248482;1242457;916861;439578;*;*;;4755;5467;6375;3543;3133;3307;3286;2439;1378;*;*;;13622;156150;545940;451428;510820;664410;769560;521141;262480;*;*;
Nissan Superannuation Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
