;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oasis Superannuation Master Trust;Public offer;Retail;General base;Oasis Fund Management Limited;Financial services corporation ownership;For profit status;28033;4509049;12173;15860;;;1898030;2611019;;;38;566;1575;1380;1363;1384;1443;1422;1502;1358;142;;418;16605;90876;116909;149047;224630;303330;403291;334965;243967;13992;;38;745;2013;1788;1920;2088;2089;1831;1601;1582;165;;7122;29411;154809;194112;259698;361523;467196;474924;364254;282482;15488;
OnePath Masterfund;Public offer;Retail;General base;OnePath Custodians Pty Limited;Financial services corporation ownership;For profit status;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oracle Superannuation Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;2468;318830;*;*;;*;*;238141;;*;*;126;252;141;81;67;20;*;*;;;;*;3821;18416;18734;17500;15290;4764;*;*;;;;*;226;650;362;250;168;75;*;*;*;;;*;6935;51765;55788;52756;43695;22509;*;*;*;;
Perpetual Super Wrap;Public offer;Retail;General base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;1410;1551453;677;733;;;642277;909176;;;43;42;62;*;45;62;99;99;92;82;*;;177390;103933;31260;*;30683;35873;56930;64807;62946;41975;*;;65;81;79;*;48;76;85;101;75;66;*;;270920;180779;86494;*;31779;64282;63328;75918;52546;38376;*;
Perpetual WealthFocus Superannuation Fund;Public offer;Retail;General base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;14589;1826396;6911;7678;;;782160;1044236;;;25;212;901;784;835;782;682;631;734;1199;126;;464;12249;68784;72640;92216;100233;100505;104847;103814;117977;8431;;33;286;966;834;877;996;807;731;676;1205;267;;408;17009;102976;110729;129520;167578;137481;133639;100100;128491;16305;
Perpetual's Select Superannuation Fund;Public offer;Retail;Corporate base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;14142;1453795;*;*;;*;*;870987;;*;384;1114;1626;841;654;532;314;238;208;324;*;;29132;41914;93433;56117;47662;55301;52587;57421;53359;85285;*;;594;1496;1913;926;771;709;493;307;239;338;*;;66786;88626;132542;80138;85023;99252;84404;68230;62244;92057;*;
Personal Choice Private Fund;Public offer;Retail;General base;CCSL Limited;Financial services corporation ownership;For profit status;1179;268746;531;648;;;114594;154152;;;*;*;53;33;42;46;83;94;108;54;*;;*;*;4384;4036;6605;10542;24235;24484;28409;11277;*;;*;*;64;64;48;84;106;123;80;58;*;;*;*;9220;11116;7721;22865;34149;36197;18881;12983;*;
Pitcher Retirement Plan;Non public offer;Corporate;Corporate base;Pitcher Retirement Plan Pty Ltd;Other ownership type;Not for profit status;1034;87969;475;559;;;33616;54353;;;38;154;138;57;33;26;*;*;*;*;;;127;5333;10695;5914;3153;3297;*;*;*;*;;;46;171;157;56;42;42;*;*;*;;;;237;5290;14448;8704;7834;8868;*;*;*;;;
Port of Melbourne Superannuation Fund;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;32;28625;*;*;;;*;*;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Powerwrap Master Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;1290;204387;520;770;;;79220;125167;;;;*;59;51;39;47;61;73;75;64;*;;;*;3420;5007;4615;7548;11666;17697;15615;10882;*;;*;*;143;70;56;93;99;84;93;71;*;;*;*;11127;8714;7931;21147;21083;18964;20481;12631;*;
Praemium SMA Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;7041;1251808;2971;4070;;0;534285;717523;;0;*;239;576;327;345;387;424;360;185;101;*;;*;11316;49893;36494;52511;81953;107992;102466;59274;31053;*;;*;385;906;519;512;483;496;406;194;119;*;;*;22086;100840;70669;82241;107747;130860;120296;48923;30591;*;
Premiumchoice Retirement Service;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;2272;452960;1040;1232;;;186985;265975;;;*;*;137;116;113;98;123;160;140;112;*;;*;*;14599;16343;17979;20183;29845;42219;23273;19802;*;;*;*;146;138;139;161;159;173;150;115;*;;*;*;19436;24692;22949;45377;43995;54191;34783;17138;*;
Prime Super;Public offer;Industry;Industry base;Prime Super Pty Ltd;Other ownership type;Not for profit status;131615;5107110;*;*;;*;*;3199144;;*;7187;10988;8161;4594;4180;4313;3168;1685;747;282;*;*;20544;143554;280562;214047;258102;361922;316056;191631;85532;35079;*;*;14743;22859;16612;8425;7404;6629;4760;2631;1205;599;*;*;64583;413799;682088;441670;450160;472956;338532;206929;82509;43495;*;*
Public Sector Superannuation Accumulation Plan;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;140419;14410596;80896;59371;*;*;7615152;6791838;*;*;4589;25531;25031;8263;6445;5758;3424;1406;367;*;*;*;58507;1685945;2769930;948857;787694;727479;430854;167898;34343;*;*;*;3586;17387;17590;6089;4821;4456;3085;1639;561;*;*;*;40788;1137596;2276204;932143;807779;766251;506028;240365;72500;*;*;*
Public Sector Superannuation Scheme;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;223147;0;130528;92581;;38;0;0;;0;*;536;26872;25420;24470;22229;14654;8522;5090;2529;137;*;*;0;0;0;0;0;0;0;0;0;0;*;*;374;15618;16729;16602;16160;11887;7373;4956;2645;178;*;*;0;0;0;0;0;0;0;0;0;0;*
Qantas Superannuation Plan;Non public offer;Corporate;Corporate base;Qantas Superannuation Limited;Employer sponsor (non-public sector) ownership;Not for profit status;31174;8034747;12737;18437;;;2372523;5662224;;;432;1886;2966;2258;2091;1702;899;345;138;20;;;3761;65187;313702;420404;540403;562433;294049;122253;41755;8576;;;692;2262;3586;2847;2782;2960;1943;829;401;*;*;;5168;100228;549441;884019;1103503;1473425;973152;337536;185707;*;*;
QSuper;Public offer;Public Sector;Government base;QSuper Board;Public sector organisation ownership;Not for profit status;588434;104282573;377788;*;*;*;57692653;*;*;*;18092;68402;86518;50400;45313;41420;31871;19581;10505;5331;355;;211171;4017202;9549776;7305706;8369058;9494299;8677638;5769191;2958785;1316586;23241;;9471;33498;42757;25629;24491;23647;20426;14737;9382;6198;393;;82925;2019233;6008839;5221806;6516919;8001414;7881376;5655056;3300853;1841332;59643;
Rei Super;Public offer;Industry;Industry base;Rei Superannuation Fund Pty Limited;Nominating organisation ownership;Not for profit status;27774;1671998;17660;10114;;;946614;725384;;;1799;4526;4639;2049;1551;1259;918;556;289;*;*;;11103;130261;241579;138253;115030;113259;92301;67526;30082;*;*;;1094;2416;2335;1040;912;796;669;457;282;*;*;;6430;71857;179288;107884;98783;90187;74820;50944;34249;*;*;
Retail Employees Superannuation Trust;Public offer;Industry;Industry base;Retail Employees Superannuation Pty. Limited;Nominating organisation ownership;Not for profit status;2026582;55700847;1209652;*;;*;32121165;*;;*;371359;357609;200966;84333;67513;58416;38558;19677;8416;2633;67;105;1635091;6898003;6496251;3666623;3460924;3683257;3020869;1966252;935079;351328;6950;538;287042;267775;130157;41609;29409;24448;18098;10507;5324;2392;95;72;1234651;5360990;5632577;2566908;2241436;2270522;1871862;1235502;785047;363942;15741;368
Retirement Portfolio Service;Public offer;Retail;General base;OnePath Custodians Pty Limited;Financial services corporation ownership;For profit status;919797;38738264;388500;530964;;333;14557770;24136996;;43498;53004;119295;82743;35501;27199;21782;16729;11719;9235;9777;1516;;104381;1141222;2406696;1507579;1359930;1410898;1788162;1947537;1559549;1206961;124855;;62092;153488;118100;51064;41464;36178;27531;16686;10991;11191;2179;;135489;1772565;4451488;3050274;2914803;3112909;2896113;2361292;1821618;1455584;164860;
Retirement Wrap;Public offer;Retail;General base;BT Funds Management Limited;Financial services corporation ownership;For profit status;811389;69565240;364718;446671;;;29003806;40561434;;;44015;99408;72949;33467;28660;24506;20916;16178;12448;10520;1651;;146830;1771265;3553523;2549472;2817684;3400598;4213679;4383519;3377279;2537683;252274;;47425;118924;93192;41819;35688;32760;28234;19966;13982;12479;2202;;166952;2282140;5621779;4206325;4544364;5572435;6011469;5108272;3760263;2978948;308487;
Rexel Australia Superannuation Plan;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Russell Investments Master Trust;Public offer;Retail;Corporate base;Total Risk Management Pty Limited;Financial services corporation ownership;For profit status;95618;9277851;*;*;;*;*;6984993;;*;1857;6596;9555;4351;3237;2572;1695;875;380;176;54;*;7210;157515;557960;403283;367141;346995;217574;117602;81639;28387;6770;*;3109;12522;16761;8779;7650;6577;4911;2368;998;447;43;*;16965;289237;1062772;1022239;1231091;1419144;1018479;514533;273277;126642;10028;*
Smartsave 'Member's Choice' Superannuation Master Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;6523;185243;*;*;;*;*;126851;;*;109;413;572;341;293;245;191;101;50;*;*;;262;3653;11154;9791;11234;7830;7243;4972;1199;*;*;;248;834;937;584;494;401;318;190;102;*;*;;950;10120;23105;20290;21091;21978;16474;7716;3726;*;*;
SMF Eligible Rollover Fund;Public offer;Retail - ERF;General base;I.O.O.F. Investment Management Limited;Financial services corporation ownership;For profit status;30687;63254;12977;17710;;;23816;39438;;;*;930;5360;2266;1401;1177;834;198;65;*;*;666;*;589;7243;6305;3845;2915;1724;430;17;*;*;683;*;1240;6703;3096;2058;1647;1177;308;124;*;*;1213;*;1178;9971;7646;7395;7062;4285;1052;307;*;*;453
Star Portfolio Superannuation Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;1825;622524;892;933;;;297679;324845;;;;*;47;39;*;88;199;264;148;61;*;;;*;5889;7156;*;28525;80303;94354;50566;20033;*;;*;*;45;48;*;85;182;253;175;72;*;;*;*;7403;14110;*;32740;63509;94059;65677;27549;*;
StatePlus Fixed Term Pension Plan;Public offer;Retail;General base;State Super Financial Services Australia Limited;Other ownership type;For profit status;228;1567;135;93;;;1281;286;;;;;;;;;;;;*;*;;;;;;;;;;;*;*;;;;;;;;;;*;*;;;;;;;;;;;*;*;;
Statewide Superannuation Trust;Public offer;Industry;General base;Statewide Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;161648;9538330;83685;*;*;;4476271;*;*;;10275;18313;18035;9444;8694;7652;5743;3182;1588;726;33;;35893;362148;749006;578345;652292;711047;633324;426915;221218;103439;2645;;9857;17868;16346;8034;7319;6773;5762;3212;1719;990;72;;38649;376623;795120;575171;691892;854687;821718;498081;260195;140923;8998;
Stone   Superannuation Fund;Non public offer;Retail;General base;Ru-Estates Pty Ltd;Nominating organisation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Suncorp Master Trust;Public offer;Retail;General base;Suncorp Portfolio Services Limited;Financial services corporation ownership;For profit status;202219;6908184;84978;117241;;;2568178;4340006;;;10421;18308;20325;10997;8353;6413;3977;2157;1552;2058;417;;25410;216032;498324;368642;321831;295887;236628;210685;188457;184416;21866;;11119;22163;27878;15131;13243;11351;7821;3693;2059;2224;559;;28246;288091;774463;598052;663310;672566;519307;311630;230670;227976;25695;
Sunsuper Superannuation Fund;Public offer;Industry;General base;Sunsuper Pty. Ltd.;Nominating organisation ownership;Not for profit status;1613865;66902625;700666;911422;;1777;25303836;41597223;;1566;124324;215795;149759;63565;51234;43304;29015;14951;6245;2071;290;113;485862;3564361;5809325;3401176;3212627;3303670;2690277;1789785;759552;278616;7857;728;167832;288968;192619;80284;62401;51469;35450;19386;8937;3479;322;275;700737;5200707;9756920;6040449;5711748;5754433;4304260;2462663;1169671;474766;18589;2280
Super Directions Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;186212;3275451;*;*;;*;*;2201625;;*;3558;12994;20596;11256;9082;6805;3894;1671;715;312;*;;9790;100751;246131;184308;179699;155454;113647;48622;22926;11538;*;;5843;19992;30379;17814;15242;12487;7772;3599;1483;635;*;;19865;185807;448718;352639;359414;364337;259664;124150;58841;26768;*;
Super Safeguard Fund;Public offer;Retail - ERF;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;41886;16130;21393;*;;*;6010;*;;*;51;2423;8635;4190;2613;1810;1174;360;88;*;*;*;25;655;2029;1294;877;781;251;76;13;*;*;*;73;2404;7557;3964;2693;1911;1308;380;123;*;*;*;36;806;2439;2383;1418;1438;554;1002;31;*;*;*
SuperTrace Eligible Rollover Fund;Public offer;Retail - ERF;General base;Colonial Mutual Superannuation Pty. Ltd.;Financial services corporation ownership;For profit status;712729;1098820;288745;423984;;;435632;663188;;;7669;50636;96971;48468;34064;27134;19337;3558;644;*;*;*;1599;25980;111778;108641;88404;56594;32426;7591;1637;*;*;*;10870;75749;134938;70350;52401;42011;29803;5823;1451;*;*;*;2089;35060;139127;136573;125379;117712;77898;21807;5391;*;*;*
Symetry Personal Retirement Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;8119;1763127;3755;4364;;;781733;981394;;;*;*;183;252;307;301;398;535;691;952;115;;*;*;13170;24289;39575;60453;95494;171100;193544;170084;13038;;*;*;223;347;410;519;555;522;641;966;141;;*;*;28486;42789;68282;120523;164689;167150;185654;186470;14652;
TAL Superannuation and Insurance Fund;Public offer;Retail;General base;TAL Superannuation Limited;Financial services corporation ownership;For profit status;72443;1324532;24626;47817;;;379601;944931;;;*;2853;6103;4569;4128;3558;2168;762;250;118;*;;*;11863;47338;60338;80563;87511;58660;21888;7879;2942;*;;*;4229;10868;8472;8191;7803;5070;1990;735;278;*;;*;16938;99480;139678;188806;235711;172075;61927;22251;6365;*;
Tasplan Superannuation Fund;Public offer;Industry;General base;Tasplan Pty Ltd;Nominating organisation ownership;Not for profit status;137507;9461212;68275;69040;;192;4454794;5006085;;333;7199;13752;13560;7558;7171;7425;5989;3289;1619;*;*;;42689;398126;824141;532762;556613;696199;674024;423966;223415;*;*;;8228;15009;13368;6978;6301;6651;5789;3651;2040;*;*;;51364;447119;901357;608674;630645;780731;731026;465430;261671;*;*;
Telstra Superannuation Scheme;Public offer;Corporate;Corporate base;Telstra Super Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;96600;21267783;*;*;*;;*;15260869;*;;1439;6037;8675;5412;4284;3441;3437;3024;1612;*;*;;9487;218704;783796;887658;842942;856669;989794;883437;421965;*;*;;1646;7579;11821;7257;7037;6821;6927;6039;2625;*;*;;12055;334111;1319055;1681457;2395945;2999237;2964394;2376515;891448;*;*;
The Bendigo Superannuation Plan;Public offer;Retail;General base;Sandhurst Trustees Limited;Financial services corporation ownership;For profit status;23039;1516300;9773;13266;;;630479;885821;;;1603;1396;1378;900;901;912;1009;945;470;*;*;*;4838;22004;48987;42912;50339;77169;127812;161435;63776;*;*;*;2141;2363;1895;1073;1016;1225;1292;1176;676;*;*;*;7567;44903;91307;71213;76487;125408;173809;169602;82664;*;*;*
The James Superannuation Fund;Non public offer;Corporate;Corporate base;G James Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The State Bank Supersafe Approved Deposit Fund;Public offer;Retail;General base;Colonial Mutual Superannuation Pty. Ltd.;Financial services corporation ownership;For profit status;624;7018;308;316;;;3323;3695;;;;;;*;*;122;94;;;;;;;;;*;*;1176;1720;;;;;;;;;*;*;127;124;*;;;;;;;;*;*;1381;2023;*;;;;
The Super Money Eligible Rollover Fund (SMERF);Public offer;Retail - ERF;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;83363;67007;29934;53291;;138;22972;44014;;21;*;5722;11380;4454;2544;2351;1603;1016;368;*;350;;*;948;7067;6168;4577;2601;962;365;167;*;77;;*;10195;18990;9457;4376;3688;2701;1883;834;*;699;;*;2058;12015;9088;8955;7768;2461;1052;209;*;335;
The Towers Watson Superannuation Fund;Non public offer;Retail;Corporate base;Wycomp Pty. Limited;Other ownership type;Not for profit status;224;31075;108;116;;;9912;21163;;;*;27;46;*;*;*;*;;;;;;*;822;3428;*;*;*;*;;;;;;*;32;36;*;*;*;*;*;;;;;*;1052;3972;*;*;*;*;*;;;;
The University of New England Professorial Superannuation Fund;Non public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of New South Wales Professorial Superannuation Fund;Non public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of Sydney Professorial Superannuation System;Public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of Wollongong Professorial Superannuation Scheme;Public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The Victorian Independent Schools Superannuation Fund;Non public offer;Industry;Industry base;V.I.S. Nominees Pty. Limited;Other ownership type;Not for profit status;8587;753233;6385;*;;*;532325;*;;*;782;1050;1333;805;720;592;529;306;195;73;;;1431;17720;61545;66417;80964;90185;104595;57815;38020;13633;;;250;370;449;252;228;201;207;155;52;*;*;;372;5295;27480;23540;30616;33857;45086;37178;10718;*;*;
Tidswell Master Superannuation Plan;Public offer;Retail;General base;Tidswell Financial Services Ltd;Financial services corporation ownership;For profit status;20828;661078;7900;12928;;;167931;493147;;;2590;1725;1525;678;552;395;156;65;81;109;24;;2455;23564;39222;18472;18675;18875;9713;6483;12385;13943;4144;;2045;4128;3657;1163;815;530;274;145;65;84;22;;3541;100771;184162;56346;43541;35568;25184;14815;9259;17938;2022;
Toyota Super;Non public offer;Corporate;Corporate base;Toyota Super Pty Ltd;Financial services corporation ownership;Not for profit status;5143;877884;1137;4006;;;142718;735166;;;40;229;385;162;139;101;46;*;*;;;;231;7303;35101;26968;26406;24711;12221;*;*;;;;115;469;1058;689;658;549;322;*;*;*;*;;740;17577;115122;124992;154472;171473;103864;*;*;*;*;
TWU Superannuation Fund;Public offer;Industry;Industry base;T W U Nominees Pty Ltd;Financial services corporation ownership;Not for profit status;108165;5629157;12089;96076;;;383055;5246102;;;1451;3156;2710;1424;1214;1017;628;325;124;40;;;5059;40235;78226;53465;56645;54949;45545;29400;15701;3830;;;6737;17609;19308;12345;12287;12073;9005;4550;1692;446;24;;30000;326682;842907;765373;895062;1035371;781537;386773;146027;35824;546;
Ultimate Superannuation Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;1569;345809;751;818;;;159292;186517;;;;*;97;55;49;71;117;122;104;94;*;;;*;8193;7593;8315;16508;30503;38241;26147;21199;*;;*;*;117;66;65;82;113;120;105;102;*;;*;*;12524;12969;12406;18587;37064;39858;27203;22741;*;
Unisuper;Non public offer;Industry;Industry base;Unisuper Limited;Public company ownership;Not for profit status;474772;72834452;270903;203834;;35;36028479;36805316;;657;23988;59761;63632;28133;23820;22755;20202;15126;8569;4297;620;;63599;1643108;5364056;4027389;4595531;5954126;5979292;4531181;2583502;1202574;84121;;18207;46249;44518;18650;16030;15943;15535;13001;8940;5853;908;;47027;1154346;4474651;3575935;4362639;5978540;6283172;4888031;3480642;2360265;200068;
United Technologies Corporation Retirement Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;1852;321668;285;1567;;;21260;300408;;;*;37;71;53;44;26;23;*;*;*;*;*;*;863;3103;2425;2876;2448;3088;*;*;*;*;*;*;111;280;251;274;271;180;*;*;*;*;;*;5690;25015;36460;48278;71637;59546;*;*;*;*;
Victorian Superannuation Fund;Public offer;Public Sector;Government base;Vicsuper Pty Ltd;Nominating organisation ownership;Not for profit status;248032;23140579;160233;87777;;22;13264549;9873322;;2708;9068;33677;39195;19158;15832;14571;13382;8892;4513;1898;47;;39973;1073622;2629121;1600453;1430694;1657315;2009585;1670605;835775;313366;4040;;5854;17242;18592;8926;7409;7608;7931;7198;4604;2347;66;;21482;536337;1586874;1061439;953068;1185900;1470708;1582653;1030549;436515;7797;
WA Local Government Superannuation Plan;Public offer;Public Sector;Government base;WA Local Government Superannuation Plan Pty Ltd;Nominating organisation ownership;Not for profit status;56398;3916275;*;*;*;;*;2382516;*;;2825;5354;5942;3090;2829;2583;1873;1104;471;*;*;;16325;138172;265512;182808;209368;246410;217495;164043;71966;*;*;;2895;5606;5887;3559;3496;3254;2704;1642;786;*;*;;17068;153507;329344;286557;355739;411157;384366;252799;134972;*;*;
Wealth Personal Superannuation and Pension Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;307147;45164907;*;*;;*;*;26562858;;*;*;6249;15576;11093;11129;13962;21035;21745;15499;11712;1221;;*;274518;994270;937503;1183212;2105026;3709286;4229361;3000762;1973600;128961;;*;9828;23520;16034;16419;20115;27978;27412;18700;14748;1959;*;*;575226;1962911;1799016;2251413;3384014;5086797;5072506;3528669;2495078;218762;*
Westpac Mastertrust - Superannuation Division;Public offer;Retail;General base;Westpac Securities Administration Limited;Financial services corporation ownership;For profit status;193312;6293890;78447;114865;;;2218612;4075278;;;9815;20479;18990;8777;7086;5862;3648;1625;816;1185;164;;31758;316194;567414;332170;280945;277334;171286;76246;51557;99829;13879;;14355;29474;27996;12581;10346;8458;5768;2956;1361;1330;240;;57347;508722;1042664;632065;575985;527562;366485;162305;85684;96966;19493;
Westpac Personal Superannuation Fund;Public offer;Retail;General base;Westpac Securities Administration Limited;Financial services corporation ownership;For profit status;41166;367925;16487;24679;;;106475;261450;;;127;3510;5302;2448;1992;1485;917;408;198;*;*;;0;0;640;7731;17503;21987;25481;15600;11239;*;*;;155;4293;7419;3820;3185;2797;1770;752;326;*;*;;0;0;4435;24258;46543;68753;60941;32357;15916;*;*;
Zurich Master Superannuation Fund;Public offer;Retail;General base;Zurich Australian Superannuation Pty Ltd;Financial services corporation ownership;For profit status;15694;1075407;5123;10571;;;320386;755021;;;*;*;404;670;1000;1073;783;384;244;391;94;;*;*;17210;34103;54879;71865;50979;29255;26457;28386;4709;;*;*;718;1119;1834;2683;2171;867;414;469;*;;*;*;44589;75568;123446;198098;154718;72766;34889;37626;*;